locus_tag,gene_name,old_locus_tag,start,end,length,strand,gene_product,COG,operon,uniprot
PP_4048,PP_4048,,4560145,4561548,1404,-,conserved protein of unknown function,No COG annotation,vgrG-III-PP_4048-PP_4047-PP_4046,
PP_4049,vgrG-III,,4561545,4563860,2316,-,type 6 secretion system protein,"Intracellular trafficking, secretion, and vesicular transport",vgrG-III-PP_4048-PP_4047-PP_4046,
PP_4050,glgA,,4564758,4566317,1560,+,glycogen synthase,Carbohydrate transport and metabolism,PP_4054-treY-malQ-treZ-glgA,
PP_4051,treZ,,4566332,4568074,1743,+,malto-oligosyltrehalose trehalohydrolase,Carbohydrate transport and metabolism,PP_4054-treY-malQ-treZ-glgA,
PP_4052,malQ,,4568071,4570140,2070,+,4-alpha-glucanotransferase,Carbohydrate transport and metabolism,PP_4054-treY-malQ-treZ-glgA,
PP_4053,treY,,4570137,4572911,2775,+,maltooligosyl trehalose synthase,Carbohydrate transport and metabolism,PP_4054-treY-malQ-treZ-glgA,
PP_4054,PP_4054,,4572908,4573192,285,+,conserved protein of unknown function,Function unknown,PP_4054-treY-malQ-treZ-glgA,
PP_4055,glgX,,4573329,4575482,2154,+,Glycogen debranching enzyme,Carbohydrate transport and metabolism,glgX,
PP_4056,ybhP-II,,4575604,4576398,795,+,putative phosphohydrolase of unknown function,"Replication, recombination and repair",ybhP-II,
PP_4057,PP_4057,,4576715,4577791,1077,+,conserved membrane protein of unknown function with autotransporter beta-domain,Cell wall/membrane/envelope biogenesis,PP_4057,
PP_4058,glgB,,4577900,4580110,2211,-,"1,4-alpha-glucan branching enzyme",Carbohydrate transport and metabolism,glgE-treSB-glgB,
PP_4059,treSB,,4580107,4583427,3321,-,fused trehalose synthase B/maltokinase,Carbohydrate transport and metabolism,glgE-treSB-glgB,
PP_4060,glgE,,4583598,4585583,1986,-,"Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase",Carbohydrate transport and metabolism,glgE-treSB-glgB,
PP_4061,PP_4061,,4585756,4585917,162,+,conserved protein of unknown function,No COG annotation,PP_4061,
PP_4063,PP_4063,,4586132,4587814,1683,-,putative Long-chain-fatty-acid-CoA ligase,Lipid transport and metabolism,PP_4063,
PP_4064,ivd,,4588136,4589299,1164,+,isovaleryl-CoA dehydrogenase,Energy production and conversion,mccA-liuC-mccB-ivd,
PP_4065,mccB,,4589319,4590926,1608,+,methylcrotonyl-CoA carboxylase biotin-containing subunit beta,Lipid transport and metabolism,mccA-liuC-mccB-ivd,
PP_4066,liuC,,4590930,4591745,816,+,methylglutaconyl-CoA hydratase,Lipid transport and metabolism,mccA-liuC-mccB-ivd,
PP_4067,mccA,,4591742,4593694,1953,+,methylcrotonyl-CoA carboxylase biotin-containing subunit alpha,Lipid transport and metabolism,mccA-liuC-mccB-ivd,
PP_4068,PP_4068,,4593993,4594697,705,-,"Transcriptional regulator, Cro/CI family",Transcription,PP_4068,
PP_4069,PP_4069,,4594785,4595084,300,+,conserved protein of unknown function,No COG annotation,PP_4069,
PP_4070,PP_4070,,4595533,4596048,516,+,conserved protein of unknown function,Function unknown,PP_4070,
PP_4071,PP_4071,,4596182,4599808,3627,-,conserved membrane protein of unknown function,Cell motility,PP_4073-PP_4072-PP_4071,
PP_4072,PP_4072,,4599805,4601271,1467,-,conserved protein of unknown function,Function unknown,PP_4073-PP_4072-PP_4071,
PP_4073,PP_4073,,4601259,4601891,633,-,conserved exported protein of unknown function,Function unknown,PP_4073-PP_4072-PP_4071,
PP_4074,PP_4074,,4602166,4602669,504,+,conserved protein of unknown function,Function unknown,PP_4079-PP_4078-PP_4077-PP_4076-PP_4075-PP_4074,
PP_4076,PP_4076,,4604171,4604581,411,+,conserved protein of unknown function,Function unknown,PP_4079-PP_4078-PP_4077-PP_4076-PP_4075-PP_4074,
PP_4077,PP_4077,,4604585,4606351,1767,+,conserved protein of unknown function,Function unknown,PP_4079-PP_4078-PP_4077-PP_4076-PP_4075-PP_4074,
PP_4078,PP_4078,,4606315,4607331,1017,+,conserved protein of unknown function,Function unknown,PP_4079-PP_4078-PP_4077-PP_4076-PP_4075-PP_4074,
PP_4079,PP_4079,,4607328,4608125,798,+,conserved protein of unknown function,Function unknown,PP_4079-PP_4078-PP_4077-PP_4076-PP_4075-PP_4074,
PP_4080,PP_4080,,4608175,4609512,1338,+,conserved protein of unknown function,Function unknown,PP_4081-PP_4080,
PP_4081,PP_4081,,4609514,4610389,876,+,putative type 4/6 secretion system,Function unknown,PP_4081-PP_4080,
PP_4082,hcpC-II,,4610523,4611038,516,+,hemolysin-coregulated protein,Function unknown,hcpC-II,
PP_4084,PP_4084,,4613145,4613576,432,+,conserved protein of unknown function,Function unknown,PP_4084,
PP_4085,PP_4085,,4613630,4618222,4593,+,putative RHS family protein,Cell wall/membrane/envelope biogenesis,PP_5652-PP_4085,
PP_5652,PP_5652,,4618246,4618731,486,+,"conserved protein of unknown function, phage origin",Function unknown,PP_5652-PP_4085,
PP_5654,PP_5654,,4620991,4621407,417,+,putative phosphotriesterase,Function unknown,PP_5654,
PP_4091,PP_4091,,4625971,4627503,1533,-,transposase,"Replication, recombination and repair",PP_4092-PP_4091,
PP_4092,PP_4092,,4627522,4627881,360,-,transposase,"Replication, recombination and repair",PP_4092-PP_4091,
PP_5655,PP_5655,,4629582,4629728,147,+,protein of unknown function,Cell wall/membrane/envelope biogenesis,PP_4094-PP_5655,
PP_4094,PP_4094,,4629741,4630226,486,+,conserved protein of unknown function,Function unknown,PP_4094-PP_5655,
PP_4096,PP_4096,,4631661,4632395,735,+,conserved exported protein of unknown function,"Post-translational modification, protein turnover,and chaperones",PP_4096,
PP_4097,pgsA,,4632693,4633253,561,-,CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase,Lipid transport and metabolism,uvrY-uvrC-pgsA,
PP_4098,uvrC,,4633287,4635110,1824,-,UvrABC system protein C,"Replication, recombination and repair",uvrY-uvrC-pgsA,
PP_4099,uvrY,,4635117,4635755,639,-,two-componenent system BarA/UvrY - regulatory subunit,Transcription,uvrY-uvrC-pgsA,
PP_4100,PP_4100,,4635819,4636208,390,-,"Transcriptional regulator, Cro/CI family",Transcription,PP_4100,
PP_4101,PP_4101,,4636316,4636759,444,-,"Acetyltransferase, GNAT family",Transcription,PP_4102-PP_4101,
PP_4102,PP_4102,,4636770,4637156,387,-,conserved protein of unknown function,Function unknown,PP_4102-PP_4101,
PP_4103,PP_4103,,4637285,4638901,1617,+,Low-affinity inorganic phosphate transporter,Inorganic ion transport and metabolism,PP_4103,
PP_4104,PP_4104,,4639082,4639777,696,-,Glutathione S-transferase family protein,"Post-translational modification, protein turnover,and chaperones",PP_4104,
PP_4105,PP_4105,,4639865,4640362,498,-,conserved protein of unknown function,"Secondary metabolites biosynthesis, transport, and catabolism",PP_4105,
PP_4106,gabP-IV,,4640420,4641802,1383,-,gamma-aminobutyrate permease,Amino acid transport and metabolism,gabP-IV,
PP_4107,PP_4107,,4642058,4642954,897,+,"Transcriptional regulator, LysR family",Transcription,PP_4107,
PP_4108,PP_4108,,4643134,4644384,1251,+,putative 4-aminobutyrate aminotransferase,Coenzyme transport and metabolism,PP_4108,
PP_4109,PP_4109,,4644388,4644690,303,-,conserved protein of unknown function,No COG annotation,PP_4109,
PP_5658,PP_5658,,4644880,4645362,483,+,protein of unknown function,No COG annotation,PP_5658,
PP_4111,fusB,,4645436,4647547,2112,+,Elongation factor G 2,"Translation, ribosomal structure and biogenesis",fusB,
PP_4112,PP_4112,,4647678,4649138,1461,-,Sulphate transporter,Inorganic ion transport and metabolism,PP_4112,
PP_4113,PP_4113,,4649204,4650913,1710,-,conserved exported protein of unknown function,"Post-translational modification, protein turnover,and chaperones",PP_4113,
PP_4114,PP_4114,,4650967,4652142,1176,-,conserved protein of unknown function,Function unknown,PP_4114,
PP_4115,PP_4115,,4652229,4653032,804,+,conserved exported protein of unknown function,"Intracellular trafficking, secretion, and vesicular transport",PP_4115,
PP_5659,PP_5659,,4653160,4653492,333,+,protein of unknown function,No COG annotation,aceA-PP_5659,
PP_4116,aceA,,4653523,4654848,1326,+,isocitrate lyase,Energy production and conversion,aceA-PP_5659,
PP_4118,PP_4118,,4655106,4655801,696,+,putative Membrane protein,Function unknown,PP_4118,
PP_4119,nuoA,,4656185,4656598,414,+,NADH-quinone oxidoreductase subunit A,Energy production and conversion,nuoB-nuoA,
PP_4120,nuoB,,4656608,4657285,678,+,NADH-quinone oxidoreductase subunit B,Energy production and conversion,nuoB-nuoA,
PP_4121,nuoC,,4657365,4659146,1782,+,NADH-quinone oxidoreductase subunit C/D,Energy production and conversion,nuoF-nuoE-nuoC,
PP_4122,nuoE,,4659149,4659646,498,+,"proton-pumping NADH:ubiquinone oxidoreductase, respiratory complex I, subunit E",Energy production and conversion,nuoF-nuoE-nuoC,
PP_4123,nuoF,,4659643,4661004,1362,+,NADH-quinone oxidoreductase subunit F,Energy production and conversion,nuoF-nuoE-nuoC,
PP_4124,nuoG,,4661137,4663851,2715,+,NADH-quinone oxidoreductase subunit G,Energy production and conversion,nuoN-nuoM-nuoL-nuoK-nuoJ-nuoI-nuoH-nuoG,
PP_4125,nuoH,,4663848,4664855,1008,+,NADH-quinone oxidoreductase subunit H,Energy production and conversion,nuoN-nuoM-nuoL-nuoK-nuoJ-nuoI-nuoH-nuoG,
PP_4126,nuoI,,4664867,4665415,549,+,NADH-quinone oxidoreductase subunit I,Energy production and conversion,nuoN-nuoM-nuoL-nuoK-nuoJ-nuoI-nuoH-nuoG,
PP_4127,nuoJ,,4665426,4665926,501,+,NADH-quinone oxidoreductase subunit J,Energy production and conversion,nuoN-nuoM-nuoL-nuoK-nuoJ-nuoI-nuoH-nuoG,
PP_4128,nuoK,,4665930,4666238,309,+,NADH-quinone oxidoreductase subunit K,Energy production and conversion,nuoN-nuoM-nuoL-nuoK-nuoJ-nuoI-nuoH-nuoG,
PP_4129,nuoL,,4666235,4668088,1854,+,"NADH:ubiquinone oxidoreductase, membrane subunit L",Energy production and conversion,nuoN-nuoM-nuoL-nuoK-nuoJ-nuoI-nuoH-nuoG,
PP_4130,nuoM,,4668129,4669661,1533,+,"NADH:ubiquinone oxidoreductase, membrane subunit M",Energy production and conversion,nuoN-nuoM-nuoL-nuoK-nuoJ-nuoI-nuoH-nuoG,
PP_4131,nuoN,,4669669,4671138,1470,+,NADH-quinone oxidoreductase subunit N,Energy production and conversion,nuoN-nuoM-nuoL-nuoK-nuoJ-nuoI-nuoH-nuoG,
PP_4132,PP_4132,,4671229,4671492,264,-,conserved protein of unknown function,Function unknown,PP_4132,
PP_4133,PP_4133,,4671672,4672049,378,+,Transcriptional regulator-related protein,Function unknown,PP_4133,
PP_4134,PP_4134,,4672046,4672408,363,-,conserved membrane protein of unknown function,Function unknown,PP_4136-PP_4135-PP_4134,
PP_4135,PP_4135,,4672401,4672748,348,-,conserved protein of unknown function,No COG annotation,PP_4136-PP_4135-PP_4134,
PP_4136,PP_4136,,4672760,4673008,249,-,"Transcriptional regulator, LuxR family",Transcription,PP_4136-PP_4135-PP_4134,
PP_4137,PP_4137,,4673229,4675301,2073,+,putative Outer membrane siderophore receptor,Cell wall/membrane/envelope biogenesis,PP_4137,
PP_4138,chrR,,4675405,4675965,561,-,Chromate reductase,Function unknown,chrR,
PP_4139,PP_4139,,4676122,4676340,219,+,conserved protein of unknown function,No COG annotation,PP_4139,
PP_4140,ldcC,,4676324,4678573,2250,-,lysine decarboxylase,Amino acid transport and metabolism,ldcC,
PP_4141,dnaQ,,4678701,4679459,759,-,DNA polymerase III subunit epsilon,"Replication, recombination and repair",dnaQ,
PP_4142,rnhA,,4679510,4679956,447,-,ribonuclease H,"Replication, recombination and repair",PP_4143-rnhA,
PP_4143,PP_4143,,4679972,4680772,801,-,conserved protein of unknown function,"Secondary metabolites biosynthesis, transport, and catabolism",PP_4143-rnhA,
PP_4144,gloB,,4680831,4681610,780,+,Hydroxyacylglutathione hydrolase,Function unknown,gloB,
PP_4145,mltD,,4681711,4683141,1431,+,Membrane-bound lytic murein transglycosylase D,Cell wall/membrane/envelope biogenesis,mltD,
PP_4146,PP_4146,,4683362,4685191,1830,+,"Peptide ABC transporter, periplamic peptide-binding protein",Amino acid transport and metabolism,yejF-PP_4149-PP_4148-yejA-PP_4146,
PP_4147,yejA,,4685188,4687023,1836,+,microcin C transporter - periplasmic binding protein,Amino acid transport and metabolism,yejF-PP_4149-PP_4148-yejA-PP_4146,
PP_4148,PP_4148,,4687025,4688098,1074,+,putative inner membrane ABC transporter permease protein,Inorganic ion transport and metabolism,yejF-PP_4149-PP_4148-yejA-PP_4146,
PP_4149,PP_4149,,4688100,4689119,1020,+,putative inner membrane ABC transporter permease protein,Inorganic ion transport and metabolism,yejF-PP_4149-PP_4148-yejA-PP_4146,
PP_4150,yejF,,4689121,4690725,1605,+,microcin C transporter - ATP binding subunit,Inorganic ion transport and metabolism,yejF-PP_4149-PP_4148-yejA-PP_4146,
PP_4151,PP_4151,,4690867,4691340,474,+,Excisionase domain protein,Transcription,PP_4152-PP_4151,
PP_4152,PP_4152,,4691337,4691912,576,+,conserved protein of unknown function,Function unknown,PP_4152-PP_4151,
PP_4154,PP_4154,,4692126,4695056,2931,+,putative class 3 aminotransferase,Amino acid transport and metabolism,PP_4154,
PP_4155,PP_4155,,4695060,4696283,1224,-,putative amine oxidase,Amino acid transport and metabolism,PP_4155,
PP_4156,PP_4156,,4696374,4697279,906,+,"Transcriptional regulator, LysR family",Transcription,PP_4156,
PP_4157,kdpE,,4697341,4698036,696,-,two-component system DNA-binding response activator KdpE,Transcription,kdpD-kdpE,
PP_4158,kdpD,,4698033,4700687,2655,-,sensor protein,Signal transduction mechanisms,kdpD-kdpE,
PP_4159,kdpC,,4700837,4701394,558,-,Potassium-transporting ATPase C chain,Inorganic ion transport and metabolism,kdpF-kdpA-kdpB-kdpC,
PP_4160,kdpB,,4701405,4703459,2055,-,"K+ transporting ATPase, KdpB subunit",Inorganic ion transport and metabolism,kdpF-kdpA-kdpB-kdpC,
PP_4161,kdpA,,4703469,4705163,1695,-,potassium-transporting ATPase A chain,Inorganic ion transport and metabolism,kdpF-kdpA-kdpB-kdpC,
PP_5660,kdpF,,4705173,4705262,90,-,potassium-transporting ATPase F,No COG annotation,kdpF-kdpA-kdpB-kdpC,
PP_4162,PP_4162,,4705439,4706491,1053,-,conserved membrane protein of unknown function,Function unknown,PP_4163-PP_4162,
PP_4163,PP_4163,,4706504,4707298,795,-,conserved exported protein of unknown function,Cell wall/membrane/envelope biogenesis,PP_4163-PP_4162,
PP_4164,PP_4164,,4707408,4708262,855,-,Alpha/beta hydrolase,Function unknown,PP_4166-PP_4165-PP_4164,
PP_4165,PP_4165,,4708259,4709122,864,-,conserved protein of unknown function,Lipid transport and metabolism,PP_4166-PP_4165-PP_4164,
PP_4166,PP_4166,,4709140,4709514,375,-,conserved protein of unknown function,No COG annotation,PP_4166-PP_4165-PP_4164,
PP_4167,sixA,,4709677,4710135,459,-,Phosphohistidine phosphatase SixA,Signal transduction mechanisms,gpsA-PP_4168-sixA,
PP_4168,PP_4168,,4710132,4710479,348,-,conserved protein of unknown function,Function unknown,gpsA-PP_4168-sixA,
PP_4169,gpsA,,4710516,4711541,1026,-,Glycerol-3-phosphate dehydrogenase [NAD(P)+],Lipid transport and metabolism,gpsA-PP_4168-sixA,
PP_4171,PP_4171,,4711769,4713883,2115,+,conserved exported protein of unknown function,Coenzyme transport and metabolism,PP_4173-PP_4172-PP_4171,
PP_4172,PP_4172,,4713883,4714773,891,+,conserved exported protein of unknown function,Function unknown,PP_4173-PP_4172-PP_4171,
PP_4173,PP_4173,,4714770,4716701,1932,+,Sensor histidine kinase/response regulator,Signal transduction mechanisms,PP_4173-PP_4172-PP_4171,
PP_4174,fabA,,4716909,4717424,516,+,3R-3-hydroxydecanoyl acyl carrier protein (ACP) dehydratase,Lipid transport and metabolism,fabB-fabA,
PP_4175,fabB,,4717436,4718656,1221,+,3-oxoacyl-[acyl-carrier-protein] synthase 1,Lipid transport and metabolism,fabB-fabA,
PP_4176,PP_4176,,4718787,4719794,1008,-,putative 5-oxo-L-prolinase,Function unknown,PP_4176,
PP_4177,PP_4177,,4719894,4720775,882,+,conserved protein of unknown function,Function unknown,PP_4177,
PP_4178,PP_4178,,4720870,4721595,726,-,Dienelactone hydrolase family protein,"Secondary metabolites biosynthesis, transport, and catabolism",PP_4178,
PP_4179,htpG,,4721659,4723563,1905,-,Chaperone protein HtpG,"Post-translational modification, protein turnover,and chaperones",htpG,
PP_4180,yigI,,4723633,4724115,483,-,conserved protein of unknown function,"Secondary metabolites biosynthesis, transport, and catabolism",PP_4181-yigI,
PP_4181,PP_4181,,4724112,4724588,477,-,conserved protein of unknown function,"Secondary metabolites biosynthesis, transport, and catabolism",PP_4181-yigI,
PP_5661,PP_5661,,4724743,4725015,273,+,putative lipoprotein,No COG annotation,PP_5661,
PP_4183,PP_4183,,4725083,4725832,750,-,conserved membrane protein of unknown function,Function unknown,PP_4183,
PP_4184,brnQ,,4726068,4727381,1314,-,branched chain amino acid transporter,Inorganic ion transport and metabolism,brnQ,
PP_4185,sucD,,4727785,4728669,885,-,succinyl-CoA synthetase alpha subunit,Energy production and conversion,sucC-sucD,
PP_4186,sucC,,4728669,4729835,1167,-,"succinyl-CoA synthetase, beta subunit glutaryl-CoA synthetase, beta subunit",Nucleotide transport and metabolism,sucC-sucD,
PP_4187,lpdG,,4730007,4731443,1437,-,dihydrolipoyl dehydrogenase,Energy production and conversion,sdhC-sdhD-sdhA-sdhB-PP_mr47-sucA-sucB-lpdG,
PP_4188,sucB,,4731537,4732760,1224,-,2-oxoglutarate dehydrogenase dihydrolipoyltranssuccinylase subunit,Energy production and conversion,sdhC-sdhD-sdhA-sdhB-PP_mr47-sucA-sucB-lpdG,
PP_4189,sucA,,4732803,4735634,2832,-,"2-oxoglutarate decarboxylase, thiamine-requiring E1 subunit",Energy production and conversion,sdhC-sdhD-sdhA-sdhB-PP_mr47-sucA-sucB-lpdG,
PP_4190,sdhB,,4735881,4736585,705,-,succinate dehydrogenase iron-sulfur subunit,Energy production and conversion,sdhC-sdhD-sdhA-sdhB-PP_mr47-sucA-sucB-lpdG,
PP_4191,sdhA,,4736597,4738369,1773,-,succinate dehydrogenase flavoprotein subunit,Energy production and conversion,sdhC-sdhD-sdhA-sdhB-PP_mr47-sucA-sucB-lpdG,
PP_4192,sdhD,,4738373,4738741,369,-,succinate dehydrogenase hydrophobic membrane anchor subunit,Energy production and conversion,sdhC-sdhD-sdhA-sdhB-PP_mr47-sucA-sucB-lpdG,
PP_4193,sdhC,,4738735,4739121,387,-,succinate dehydrogenase membrane b-556 subunit,Energy production and conversion,sdhC-sdhD-sdhA-sdhB-PP_mr47-sucA-sucB-lpdG,
PP_4194,gltA,,4739474,4740763,1290,+,citrate synthase,Coenzyme transport and metabolism,gltA,
PP_4195,yeiW,,4741516,4741770,255,-,putative oxidoreductase,Function unknown,yeiW,
PP_4196,PP_4196,,4741900,4742334,435,-,conserved exported protein of unknown function,No COG annotation,PP_4196,
PP_4197,PP_4197,,4742399,4743991,1593,-,"Transcriptional regulator, GntR family",Transcription,PP_4200-PP_4199-PP_4198-PP_4197,
PP_4198,PP_4198,,4744013,4744825,813,-,OmpA family protein,Cell wall/membrane/envelope biogenesis,PP_4200-PP_4199-PP_4198-PP_4197,
