,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon,regulator
PP_5074,hemE,AE015451.2,,5790653.0,5791717.0,-,Uroporphyrinogen decarboxylase,Coenzyme transport and metabolism,,Op3308,
PP_5075,gltD,AE015451.2,,5791912.0,5793330.0,-,glutamate synthase (NADPH) beta subunit,Energy production and conversion,,Op3309,
PP_5076,gltB,AE015451.2,,5793454.0,5797899.0,-,L-glutamate synthase(NADPH) alpha subunit,Amino acid transport and metabolism,,Op3309,
PP_5077,PP_5077,AE015451.2,,5798273.0,5799862.0,-,conserved protein of unknown function,"Intracellular trafficking, secretion, and vesicular transport",,Op3310,
PP_5078,aroB,AE015451.2,,5799878.0,5800975.0,-,3-dehydroquinate synthase,Amino acid transport and metabolism,,Op3310,
PP_5079,aroK,AE015451.2,,5801072.0,5801590.0,-,Shikimate kinase,Nucleotide transport and metabolism,,Op3310,AlgR
PP_5080,pilQ,AE015451.2,,5801595.0,5802833.0,-,type 4 pili biogenesis protein,"Intracellular trafficking, secretion, and vesicular transport",,Op3310,
PP_5081,PP_5081,AE015451.2,,5802781.0,5803797.0,-,Type IV pili biogenesis protein,Cell motility,,Op3310,
PP_5082,pilN,AE015451.2,,5803794.0,5804330.0,-,Type IV pili biogenesis protein PilN,Cell motility,,Op3310,
PP_5083,PP_5083,AE015451.2,,5804327.0,5805208.0,-,putative Type IV pili biogenesis protein PilM,Cell motility,,Op3310,
PP_5084,mrcA,AE015451.2,,5805412.0,5807865.0,+,penicillin-insensitive transglycosylase/penicillin-sensitive transpeptidase,Cell wall/membrane/envelope biogenesis,,Op3311,FleQ
PP_5085,maeB,AE015451.2,,5808020.0,5809288.0,-,malic enzyme B,Energy production and conversion,,Op3312,
PP_5086,PP_5086,AE015451.2,,5809466.0,5810233.0,-,putative nuclease (SNase domain protein),"Replication, recombination and repair",,Op3313,
PP_5087,rpmE,AE015451.2,,5810290.0,5810592.0,-,ribosomal protein L31,"Translation, ribosomal structure and biogenesis",,Op3314,
PP_5088,priA,AE015451.2,,5810673.0,5812892.0,+,primosome assembly protein,"Replication, recombination and repair",,Op3315,
PP_5089,argS,AE015451.2,,5813080.0,5814816.0,+,arginyl-tRNA synthetase,"Translation, ribosomal structure and biogenesis",,Op3316,"AmrZ,Crc"
PP_5090,PP_5090,AE015451.2,,5814818.0,5815516.0,+,putative cell division protein,"Cell cycle control, cell division, chromosome partitioning",,Op3316,Crc
PP_5091,PP_5091,AE015451.2,,5815607.0,5816026.0,-,conserved membrane protein of unknown function,Function unknown,,Op3317,
PP_5092,PP_5092,AE015451.2,,5816191.0,5816814.0,+,putative exported NLP/P60 protein,Cell wall/membrane/envelope biogenesis,,Op3318,
PP_5093,pilT,AE015451.2,,5816943.0,5817953.0,-,twitching motility protein,Cell motility,,Op3319,
PP_5094,PP_5094,AE015451.2,,5818007.0,5818693.0,+,putative enzyme with PLP binding domain,Function unknown,,Op3320,
PP_5095,proI,AE015451.2,,5818732.0,5819550.0,+,pyrroline-5-carboxylate reductase,Amino acid transport and metabolism,,Op3320,
PP_5096,PP_5096,AE015451.2,,5819561.0,5820151.0,+,putative factor involved in shape determination,Function unknown,,Op3320,
PP_5097,metX,AE015451.2,,5820251.0,5821390.0,+,homoserine O-acetyltransferase,Amino acid transport and metabolism,,Op3321,
PP_5098,metW,AE015451.2,,5821380.0,5822018.0,+,methionine biosynthesis protein MetW,"Secondary metabolites biosynthesis, transport, and catabolism",,Op3321,
PP_5099,PP_5099,AE015451.2,,5822041.0,5822475.0,+,conserved protein of unknown function,Cell wall/membrane/envelope biogenesis,,Op3321,
PP_5100,rdgB,AE015451.2,,5822472.0,5823068.0,+,dITP/XTP pyrophosphatase,Nucleotide transport and metabolism,,Op3321,
PP_5101,yggW,AE015451.2,,5823065.0,5824240.0,+,coproporphyrinogen/heterocyclic compound oxidase (aerobic),Coenzyme transport and metabolism,,Op3321,GacA
PP_5102,PP_5102,AE015451.2,,5824250.0,5824576.0,+,conserved hypothetical protein,Function unknown,,Op3321,
PP_5103,trmB,AE015451.2,,5824750.0,5825472.0,-,tRNA (guanine-N(7)-)-methyltransferase,"Translation, ribosomal structure and biogenesis",,Op3322,
PP_5104,thiG,AE015451.2,,5825482.0,5826294.0,-,thiazole synthase,Coenzyme transport and metabolism,,Op3322,
PP_5105,PP_5105,AE015451.2,,5826349.0,5826627.0,-,Sulfur carrier protein ThiS,Coenzyme transport and metabolism,,Op3323,
PP_5106,ygdD,AE015451.2,,5826652.0,5827023.0,-,conserved inner membrane protein,Function unknown,,Op3323,
PP_5107,mtgA,AE015451.2,,5827088.0,5827798.0,+,Monofunctional biosynthetic peptidoglycan transglycosylase,Cell wall/membrane/envelope biogenesis,,Op3324,
PP_5108,rpoH,AE015451.2,,5827997.0,5828851.0,-,RNA polymerase factor sigma-32,Transcription,,Op3325,
PP_5109,ftsX,AE015451.2,,5828963.0,5829988.0,-,membrane component of the ABC transporter FtsEX involved in cellular division,"Cell cycle control, cell division, chromosome partitioning",,Op3326,
PP_5110,ftsE,AE015451.2,,5829985.0,5830662.0,-,cytokinetic ring ABC transporter-like subunit - ATP-binding subunit,"Cell cycle control, cell division, chromosome partitioning",,Op3326,AmrZ
PP_5111,ftsY,AE015451.2,,5830659.0,5832143.0,-,Signal Recognition Particle protein translocation receptor GTPase,"Intracellular trafficking, secretion, and vesicular transport",,Op3326,TurA
PP_5112,PP_5112,AE015451.2,,5832375.0,5833730.0,+,putative processin peptidase,Function unknown,,Op3327,
PP_5113,PP_5113,AE015451.2,,5833723.0,5835213.0,+,predicted Zn-dependent peptidases,Function unknown,,Op3327,
PP_5114,PP_5114,AE015451.2,,5835213.0,5835815.0,+,putative adenine methyltransferase,"Replication, recombination and repair",,Op3327,
PP_5115,PP_5115,AE015451.2,,5835906.0,5837207.0,+,putative Zinc protease,Function unknown,,Op3328,
PP_5116,PP_5116,AE015451.2,,5837200.0,5838570.0,+,conserved protein of unknown function,Function unknown,,Op3328,
PP_5117,yheT,AE015451.2,,5838631.0,5839623.0,+,putative hydrolase,Function unknown,,Op3329,
PP_5118,sseA,AE015451.2,,5839726.0,5840580.0,-,putative 3-mercaptopyruvate sulfurtransferase,Inorganic ion transport and metabolism,,Op3330,
PP_5119,PP_5119,AE015451.2,,5840616.0,5841281.0,-,Transcriptional regulator%2C TetR family,Transcription,,Op3330,
PP_5120,calB,AE015451.2,,5841432.0,5842862.0,+,coniferyl aldehyde dehydrogenase,Energy production and conversion,,Op3331,
PP_5121,PP_5121,AE015451.2,,5842873.0,5843358.0,+,conserved exported protein of unknown function,No COG annotation,,Op3331,
PP_5122,PP_5122,AE015451.2,,5843379.0,5844977.0,+,Oxidoreductase%2C GMC family,Amino acid transport and metabolism,,Op3331,
PP_5123,coaD,AE015451.2,,5845090.0,5845575.0,+,Phosphopantetheine adenylyltransferase,Nucleotide transport and metabolism,,Op3332,
PP_5124,yfhL,AE015451.2,,5845677.0,5845928.0,+,putative 4Fe-4S cluster-containing protein,Energy production and conversion,,Op3333,
PP_5125,mutM,AE015451.2,,5846019.0,5846831.0,-,Formamidopyrimidine-DNA glycosylase,"Replication, recombination and repair",,Op3334,
PP_5126,PP_5126,AE015451.2,,5846835.0,5847707.0,-,conserved protein of unknown function containing an HDOD domain,Signal transduction mechanisms,,Op3334,
PP_5127,rlmI,AE015451.2,,5847829.0,5849025.0,+,ribosomal RNA large subunit methyltransferase I,"Translation, ribosomal structure and biogenesis",,Op3335,GacA
PP_5128,ilvD,AE015451.2,,5849296.0,5851137.0,+,Dihydroxy-acid dehydratase,Amino acid transport and metabolism,,Op3336,
PP_5129,PP_5129,AE015451.2,,5851205.0,5852293.0,-,conserved protein of unknown function,Function unknown,,Op3337,CbrB
PP_5130,pchP,AE015451.2,,5852681.0,5853736.0,-,phosphoethanolamine/phosphocholine phosphatase,Amino acid transport and metabolism,,Op3338,
PP_5131,tcyP,AE015451.2,,5853981.0,5855372.0,+,sodium-cystine symporter,Inorganic ion transport and metabolism,,Op3339,
PP_5132,folA,AE015451.2,,5855504.0,5856019.0,-,dihydrofolate reductase,Coenzyme transport and metabolism,,Op3340,TurA
PP_5133,PP_5133,AE015451.2,,5856074.0,5857465.0,+,conserved membrane protein of unknown function,Function unknown,,Op3341,
PP_5134,PP_5134,AE015451.2,,5857452.0,5858822.0,+,conserved protein of unknown function,Function unknown,,Op3341,"SoxR,GacA"
PP_5135,PP_5135,AE015451.2,,5858960.0,5859985.0,-,ABC transporter%2C periplasmic binding protein,Inorganic ion transport and metabolism,,Op3342,
PP_5136,PP_5136,AE015451.2,,5860004.0,5861728.0,-,ABC transporter%2C permease protein,Inorganic ion transport and metabolism,,Op3342,
PP_5137,fbpC,AE015451.2,,5861730.0,5862788.0,-,ferric iron ABC transporter%2C ATP-binding protein,Inorganic ion transport and metabolism,,Op3342,
PP_5138,PP_5138,AE015451.2,,5863019.0,5863888.0,-,putative transcriptional regulator LysR family,Transcription,,Op3343,
PP_5139,cadA-III,AE015451.2,,5863898.0,5866150.0,-,cadmium translocating P-type ATPase,Inorganic ion transport and metabolism,,Op3343,CadR
PP_5140,cadR,AE015451.2,,5866234.0,5866677.0,+,Transcriptional regulator%2C MerR family,Transcription,,Op3344,
PP_5141,thyA,AE015451.2,,5866734.0,5867705.0,-,Thymidylate synthase,Nucleotide transport and metabolism,,Op3345,
PP_5142,lgt,AE015451.2,,5867757.0,5868563.0,-,Prolipoprotein diacylglyceryl transferase,Cell wall/membrane/envelope biogenesis,,Op3346,
PP_5143,PP_5143,AE015451.2,,5868580.0,5869362.0,-,conserved membrane protein of unknown function,Function unknown,,Op3346,
PP_5144,PP_5144,AE015451.2,,5869493.0,5870239.0,+,conserved protein of unknown function,Function unknown,,Op3347,
PP_5145,ptsP,AE015451.2,,5870373.0,5872652.0,-,phosphoenolpyruvate-dependent regulator (with NPR and NTR proteins),Signal transduction mechanisms,,Op3348,
PP_5146,rppH,AE015451.2,,5872675.0,5873154.0,-,RNA pyrophosphohydrolase,"Replication, recombination and repair",,Op3348,
PP_5147,PP_5147,AE015451.2,,5873296.0,5873952.0,+,Hydrolase%2C haloacid dehalogenase-like family,Amino acid transport and metabolism,,Op3349,
PP_5148,PP_5148,AE015451.2,,5874083.0,5874508.0,-,conserved membrane protein of unknown function,Function unknown,,Op3350,
PP_5149,ilvA-II,AE015451.2,,5874656.0,5876170.0,-,threonine deaminase,Amino acid transport and metabolism,,Op3351,
PP_5150,rpiA,AE015451.2,,5876304.0,5876978.0,+,Ribose-5-phosphate isomerase A,Carbohydrate transport and metabolism,,Op3352,TurA
PP_5151,PP_5151,AE015451.2,,5877083.0,5877985.0,-,conserved exported protein of unknown function,Function unknown,,Op3353,
PP_5152,PP_5152,AE015451.2,,5878076.0,5878996.0,-,conserved exported protein of unknown function,Function unknown,,Op3354,
PP_5153,ycgM,AE015451.2,,5879179.0,5879844.0,-,putative isomerase/hydrolase,"Secondary metabolites biosynthesis, transport, and catabolism",,Op3355,
PP_5154,PP_5154,AE015451.2,,5879871.0,5881238.0,-,putative Oxidoreductase%2C FAD-binding,Energy production and conversion,,Op3355,
PP_5155,serA,AE015451.2,,5881440.0,5882669.0,+,D-3-phosphoglycerate dehydrogenase / alpha-ketoglutarate reductase,Energy production and conversion,,Op3356,
PP_5156,PP_5156,AE015451.2,,5882717.0,5883193.0,-,conserved exported protein of unknown function,Function unknown,,Op3357,
PP_5157,PP_5157,AE015451.2,,5883417.0,5883905.0,+,conserved exported protein of unknown function,Amino acid transport and metabolism,,Op3358,
PP_5158,PP_5158,AE015451.2,,5884025.0,5884528.0,-,conserved protein of unknown function,Function unknown,,Op3359,
PP_5159,PP_5159,AE015451.2,,5884515.0,5885138.0,-,conserved protein of unknown function,"Post-translational modification, protein turnover, and chaperones",,Op3359,
PP_5160,PP_5160,AE015451.2,,5885261.0,5886013.0,+,conserved exported protein of unknown function,Function unknown,,Op3360,
PP_5161,PP_5161,AE015451.2,,5886014.0,5887015.0,-,putative lysophospholipase,Lipid transport and metabolism,,Op3361,
PP_5162,PP_5162,AE015451.2,,5887145.0,5887714.0,+,conserved exported protein of unknown function,Energy production and conversion,,Op3362,
PP_5163,maa,AE015451.2,,5887693.0,5888259.0,-,maltose acetyltransferase,Function unknown,,Op3363,
PP_5164,PP_5164,AE015451.2,,5888346.0,5890712.0,+,Penicillin amidase family protein,Function unknown,,Op3364,
PP_5165,plpB,AE015451.2,,5890832.0,5891617.0,-,NLPA lipoprotein,Cell wall/membrane/envelope biogenesis,,Op3365,
PP_5166,PP_5166,AE015451.2,,5891793.0,5892623.0,-,Sigma-54 dependent transcriptional regulator,Transcription,,Op3366,
PP_5167,PP_5167,AE015451.2,,5892688.0,5893269.0,-,conserved hypothetical protein,Function unknown,,Op3367,
PP_5168,cysA,AE015451.2,,5893480.0,5894469.0,-,sulfate/thiosulfate import ATP-binding protein,Inorganic ion transport and metabolism,,Op3368,
PP_5169,cysW,AE015451.2,,5894473.0,5895345.0,-,sulfate ABC transporter%2C inner membrane subunit CysW,Inorganic ion transport and metabolism,,Op3368,
PP_5170,cysU,AE015451.2,,5895357.0,5896175.0,-,sulfate ABC transporter%2C inner membrane subunit CysT,Inorganic ion transport and metabolism,,Op3368,
PP_5171,sbp-II,AE015451.2,,5896360.0,5897388.0,-,sulfate ABC transporter,Inorganic ion transport and metabolism,,Op3369,
PP_5172,PP_5172,AE015451.2,,5897418.0,5897600.0,-,hypothetical protein,Function unknown,,Op3369,"TurB,GacA"
PP_5173,PP_5173,AE015451.2,,5897834.0,5900887.0,-,RND efflux transporter,Defense mechanisms,,Op3370,GacA
PP_5174,PP_5174,AE015451.2,,5900884.0,5901951.0,-,Efflux membrane fusion protein%2C RND family,Cell wall/membrane/envelope biogenesis,,Op3370,GacA
PP_5175,PP_5175,AE015451.2,,5901948.0,5903036.0,-,HlyD family secretion protein,Cell wall/membrane/envelope biogenesis,,Op3370,
PP_5176,PP_5176,AE015451.2,,5903304.0,5903744.0,+,conserved protein of unknown function,"Replication, recombination and repair",,Op3371,
PP_5177,spuH,AE015451.2,,5903851.0,5904744.0,-,spermidine/putrescine ABC transporter - permease subunit,Amino acid transport and metabolism,,Op3372,
PP_5178,spuG,AE015451.2,,5904741.0,5905661.0,-,spermidine/putrescine ABC transporter - inner membrane subunit,Inorganic ion transport and metabolism,,Op3372,AmrZ
PP_5179,spuF,AE015451.2,,5905658.0,5906800.0,-,spermidine/putrescine ABC transporter - ATP binding subunit,Inorganic ion transport and metabolism,,Op3372,
PP_5180,spuE,AE015451.2,,5906872.0,5907966.0,-,spermidine/putrescine ABC transporter - periplasmic subunit,Amino acid transport and metabolism,,Op3373,
PP_5181,spuD,AE015451.2,,5908123.0,5909220.0,-,spermidine/putrescine ABC transporter - periplasmic subunit,Inorganic ion transport and metabolism,,Op3374,
PP_5182,spuC-II,AE015451.2,,5909389.0,5910750.0,-,polyamine:pyruvate transaminase,Amino acid transport and metabolism,,Op3375,
PP_5183,spuB,AE015451.2,,5910799.0,5912157.0,-,glutamylpolyamine synthetase,Amino acid transport and metabolism,,Op3376,
PP_5184,spuI,AE015451.2,,5912732.0,5914108.0,+,glutamylpolyamine synthetase,Amino acid transport and metabolism,,Op3377,"CbrB,Crc"
PP_5185,argA,AE015451.2,,5914261.0,5915559.0,-,acetylglutamate kinase-like protein (regulatory domain)/amino acid N-acetyltransferase,Amino acid transport and metabolism,,Op3378,
PP_5186,argE,AE015451.2,,5915684.0,5916826.0,-,acetylornithine deacetylase,Amino acid transport and metabolism,,Op3378,
PP_5187,ygiF,AE015451.2,,5916943.0,5918310.0,+,putative thiamine triphosphatase,Function unknown,,Op3379,
PP_5188,PP_5188,AE015451.2,,5918405.0,5918875.0,-,putative transcriptional regulator (AsnC/Lrp family),Transcription,,Op3380,
PP_5189,PP_5189,AE015451.2,,5919002.0,5919307.0,+,conserved protein of unknown function,No COG annotation,,Op3381,
PP_5190,PP_5190,AE015451.2,,5919415.0,5921088.0,+,Type II secretion system protein,Cell motility,,Op3382,GacA
PP_5191,PP_5191,AE015451.2,,5921177.0,5921491.0,+,conserved exported protein of unknown function,Function unknown,,Op3383,
PP_5192,gcvP-II,AE015451.2,,5921557.0,5924430.0,-,glycine dehydrogenase,Amino acid transport and metabolism,,Op3384,
PP_5193,gcvH-II,AE015451.2,,5924627.0,5925010.0,-,glycine cleavage system H protein 2,Amino acid transport and metabolism,,Op3385,GacA
PP_5194,gcvT-II,AE015451.2,,5925062.0,5926144.0,-,aminomethyltransferase,Amino acid transport and metabolism,,Op3385,
PP_5195,PP_5195,AE015451.2,,5926272.0,5927894.0,-,putative Iron ABC transporter%2C permease protein,Inorganic ion transport and metabolism,,Op3386,
PP_5196,fbpA,AE015451.2,,5928047.0,5929048.0,-,putative iron(III)|iron ABC transporter%2C periplasmic iron-binding protein,Inorganic ion transport and metabolism,,Op3387,Fur
PP_5197,visC,AE015451.2,,5929164.0,5930387.0,-,putative oxidoreductase involved in anerobic synthesis of ubiquinone%2C FAD/NAD(P)-binding domain,Energy production and conversion,,Op3388,
PP_5198,PP_5198,AE015451.2,,5930391.0,5930873.0,-,conserved protein of unknown function,"Secondary metabolites biosynthesis, transport, and catabolism",,Op3388,
PP_5199,ubiH,AE015451.2,,5930870.0,5932069.0,-,2-octaprenyl-6-methoxyphenyl hydroxylase,Energy production and conversion,,Op3388,
PP_5200,pepP,AE015451.2,,5932066.0,5933400.0,-,proline aminopeptidase P II,Amino acid transport and metabolism,,Op3388,
PP_5201,PP_5201,AE015451.2,,5933422.0,5933976.0,-,conserved protein of unknown function%2C UPF0149 family,Function unknown,,Op3388,
PP_5721,PP_5721,AE015451.2,,5934122.0,5934340.0,+,conserved protein of unknown function,No COG annotation,,Op3389,
PP_5202,PP_5202,AE015451.2,,5934337.0,5934657.0,+,putative cell division protein,"Cell cycle control, cell division, chromosome partitioning",,Op3389,
PP_5203,fau,AE015451.2,,5934980.0,5935588.0,+,5-formyltetrahydrofolate cyclo-ligase,Coenzyme transport and metabolism,,Op3390,
PP_5204,PP_5204,AE015451.2,,5935608.0,5935904.0,-,conserved protein of unknown function,No COG annotation,,Op3391,
PP_5205,PP_5205,AE015451.2,,5935939.0,5936388.0,+,conserved protein of unknown function,Function unknown,,Op3392,
PP_5206,yhiI,AE015451.2,,5936484.0,5937443.0,+,putative translation-related protein,Cell wall/membrane/envelope biogenesis,,Op3393,"TurB,FleQ"
PP_5207,rbbA,AE015451.2,,5937440.0,5940160.0,+,ribosome-associated ATPase,Defense mechanisms,,Op3393,"TurA,FleQ"
PP_5208,yhhJ,AE015451.2,,5940162.0,5941274.0,+,putative translation related protein,Defense mechanisms,,Op3393,FleQ
PP_5722,PP_5722,AE015451.2,,5941455.0,5941889.0,-,conserved protein of unknown function of phage origin,Function unknown,,Op3394,
PP_5209,PP_5209,AE015451.2,,5942053.0,5942514.0,-,conserved exported protein of unknown function,Cell motility,,Op3395,
PP_5210,PP_5210,AE015451.2,,5942615.0,5943592.0,+,Alcohol dehydrogenase%2C zinc-containing,Energy production and conversion,,Op3396,
PP_5211,PP_5211,AE015451.2,,5943677.0,5944234.0,-,ChaC-related protein,Inorganic ion transport and metabolism,,Op3397,
PP_5212,PP_5212,AE015451.2,,5944574.0,5945542.0,-,Oxidoreductase%2C iron-sulfur-binding,Energy production and conversion,,Op3398,CbrB
PP_5213,ubiD,AE015451.2,,5945542.0,5947008.0,-,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,Coenzyme transport and metabolism,,Op3398,
PP_5214,rho,AE015451.2,,5947214.0,5948473.0,-,transcription termination factor Rho,Transcription,,Op3399,
PP_5215,trxA,AE015451.2,,5948701.0,5949030.0,-,thioredoxin I,"Post-translational modification, protein turnover, and chaperones",,Op3400,
PP_5216,ppx,AE015451.2,,5949284.0,5950786.0,+,exopolyphosphatase,Nucleotide transport and metabolism,,Op3401,
