locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
PP_4813,PP_4813,AE015451.2,,5475771,5477087,+,PAP2 family protein/DedA family protein,Lipid transport and metabolism,,Op3142
PP_4814,PP_4814,AE015451.2,,5477199,5477792,-,ATP-dependent protease La domain protein,Function unknown,,Op3143
PP_4815,PP_4815,AE015451.2,,5477799,5478515,-,putative Membrane protein,Cell wall/membrane/envelope biogenesis,,Op3143
PP_4816,PP_4816,AE015451.2,,5478512,5478880,-,conserved protein of unknown function,Function unknown,,Op3143
PP_4817,PP_4817,AE015451.2,,5479018,5479473,+,MaoC domain protein,Lipid transport and metabolism,,Op3144
PP_4818,prmA,AE015451.2,,5479477,5480469,+,ribosomal protein L11 methyltransferase,"Translation, ribosomal structure and biogenesis",,Op3144
PP_4819,PP_4819,AE015451.2,,5480512,5481867,+,conserved protein of unknown function,Function unknown,,Op3145
PP_4820,dusB,AE015451.2,,5482075,5483088,+,tRNA-dihydrouridine synthase B,"Translation, ribosomal structure and biogenesis",,Op3146
PP_4821,PP_4821,AE015451.2,,5483085,5483405,+,putative Fis-like DNA-binding protein,Transcription,,Op3146
PP_4822,purH,AE015451.2,,5483487,5485094,+,phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase,Nucleotide transport and metabolism,,Op3147
PP_4823,purD,AE015451.2,,5485241,5486536,+,Phosphoribosylamine--glycine ligase,Nucleotide transport and metabolism,,Op3148
PP_4824,PP_4824,AE015451.2,,5486672,5489443,+,Sensor histidine kinase/response regulator,Signal transduction mechanisms,,Op3149
PP_4825,PP_4825,AE015451.2,,5489519,5490115,+,Membrane protein%2C MarC family,"Intracellular trafficking, secretion, and vesicular transport",,Op3150
PP_5714,PP_5714,AE015451.2,,5490126,5490782,-,conserved protein of unknown function,No COG annotation,,Op3151
PP_5715,PP_5715,AE015451.2,,5490775,5491464,-,protein of unknown function,No COG annotation,,Op3151
PP_5716,PP_5716,AE015451.2,,5491516,5492199,-,conserved protein of unknown function,No COG annotation,,Op3152
PP_4826,cobJ,AE015451.2,,5492318,5494015,-,Precorrin-3B C17-methyltransferase,Coenzyme transport and metabolism,,Op3153
PP_4827,cobI,AE015451.2,,5494003,5494737,-,Precorrin-2 C(20)-methyltransferase,Coenzyme transport and metabolism,,Op3153
PP_4828,cobH,AE015451.2,,5494734,5495360,-,Precorrin-8X methylmutase,Carbohydrate transport and metabolism,,Op3153
PP_4829,cobG,AE015451.2,,5495353,5496684,-,putative precorrin-3B synthase,Energy production and conversion,,Op3153
PP_4830,cobL,AE015451.2,,5496928,5498139,+,precorrin-6Y C(5%2C15)-methyltransferase,Coenzyme transport and metabolism,,Op3154
PP_4831,cbiD,AE015451.2,,5498132,5499226,+,putative cobalt-precorrin-6A synthase,Coenzyme transport and metabolism,,Op3154
PP_4832,cobK,AE015451.2,,5499223,5499942,+,Precorrin-6x reductase,Coenzyme transport and metabolism,,Op3154
PP_4833,PP_4833,AE015451.2,,5500077,5500508,+,SURF1 domain protein,"Post-translational modification, protein turnover, and chaperones",,Op3155
PP_4834,PP_4834,AE015451.2,,5500535,5501389,+,SPFH domain/Band 7 family protein,"Post-translational modification, protein turnover, and chaperones",,Op3155
PP_4835,PP_4835,AE015451.2,,5501608,5501997,+,conserved exported protein of unknown function,Function unknown,,Op3156
PP_4836,PP_4836,AE015451.2,,5502045,5502530,+,conserved exported protein of unknown function,Function unknown,,Op3157
PP_4837,PP_4837,AE015451.2,,5502553,5502984,+,conserved protein of unknown function,Function unknown,,Op3157
PP_4838,oprC,AE015451.2,,5503051,5505117,+,Outer membrane copper receptor OprC,Cell wall/membrane/envelope biogenesis,,Op3158
PP_4839,PP_4839,AE015451.2,,5505174,5506541,+,putative iron-regulated membrane protein,Function unknown,,Op3159
PP_4840,cycA,AE015451.2,,5506740,5508146,+,D-alanine%2C beta-alanine%2C D-serine%2C glycine permease,Amino acid transport and metabolism,,Op3160
PP_4841,urtA,AE015451.2,,5508396,5509661,+,putative Urea ABC transporter%2C periplasmic protein,Amino acid transport and metabolism,,Op3161
PP_4842,urtB,AE015451.2,,5509802,5511289,+,putative Urea ABC transporter,Amino acid transport and metabolism,,Op3161
PP_4843,urtC,AE015451.2,,5511289,5512368,+,putative Urea ABC transporter%2C permease protein,Inorganic ion transport and metabolism,,Op3161
PP_4844,urtD,AE015451.2,,5512365,5513222,+,putative Urea ABC transporter%2C ATP-binding protein,Function unknown,,Op3161
PP_4845,urtE,AE015451.2,,5513376,5514074,+,putative Urea ABC transporter%2C ATP-binding protein,Amino acid transport and metabolism,,Op3161
PP_4846,mnaT,AE015451.2,,5514106,5514621,+,L-amino acid N-acyltransferase,Cell wall/membrane/envelope biogenesis,,Op3162
PP_4847,cbpM,AE015451.2,,5514758,5515063,-,chaperone modulatory of CbpA co-chaperone protein,"Replication, recombination and repair",,Op3163
PP_4848,cbpA,AE015451.2,,5515066,5516025,-,Curved DNA-binding protein,"Post-translational modification, protein turnover, and chaperones",,Op3163
PP_4849,PP_4849,AE015451.2,,5516190,5517461,+,putative DnaK protein,"Post-translational modification, protein turnover, and chaperones",,Op3164
PP_4850,PP_4850,AE015451.2,,5517513,5518580,-,conserved membrane protein of unknown function,Function unknown,,Op3165
PP_4851,PP_4851,AE015451.2,,5518590,5518910,-,Phosphate starvation-inducible protein%2C PSIF,Function unknown,,Op3165
PP_4852,PP_4852,AE015451.2,,5518941,5519729,-,Transcriptional regulator%2C AraC family,Transcription,,Op3165
PP_4853,PP_4853,AE015451.2,,5519955,5520836,+,putative permease of the drug/metabolite transporter (DMT) superfamily,Amino acid transport and metabolism,,Op3166
PP_4854,lip,AE015451.2,,5520838,5521785,-,Lipase,Function unknown,,Op3167
PP_4855,PP_4855,AE015451.2,,5521852,5522193,+,Osmotically-inducible lipoprotein OsmE,"Translation, ribosomal structure and biogenesis",,Op3168
PP_4856,PP_4856,AE015451.2,,5522260,5522766,+,Ferritin%2C Dps family protein,Inorganic ion transport and metabolism,,Op3169
PP_4857,yhjG,AE015451.2,,5522806,5524872,-,uncharacterized protein YhjG,Cell wall/membrane/envelope biogenesis,,Op3170
PP_4858,PP_4858,AE015451.2,,5525213,5525710,+,conserved exported protein of unknown function,Cell motility,,Op3171
PP_4859,PP_4859,AE015451.2,,5525833,5526468,+,Transcriptional regulator%2C TetR family,Transcription,,Op3172
PP_4860,PP_4860,AE015451.2,,5526488,5527621,+,putative Mannose-6-phosphate isomerase,Carbohydrate transport and metabolism,,Op3172
PP_4861,PP_4861,AE015451.2,,5527724,5527972,+,conserved protein of unknown function,No COG annotation,,Op3173
PP_4862,ydfG,AE015451.2,,5528022,5528786,-,3-hydroxy acid dehydrogenase%2C NADP-dependent / malonic semialdehyde reductase,Function unknown,,Op3174
PP_4863,livF-II,AE015451.2,,5529380,5530096,-,high-affinity branched-chain amino acid transporter%2C ATP-binding,Inorganic ion transport and metabolism,,Op3175
PP_4864,braF,AE015451.2,,5530093,5530968,-,High-affinity branched-chain amino acid transport ATP-binding protein BraF,Amino acid transport and metabolism,,Op3175
PP_4865,braE,AE015451.2,,5530965,5532272,-,High-affinity branched-chain amino acid transport system permease protein BraE,Amino acid transport and metabolism,,Op3175
PP_4866,braD,AE015451.2,,5532269,5533183,-,High-affinity branched-chain amino acid transport system permease protein BraD,Amino acid transport and metabolism,,Op3175
PP_4867,PP_4867,AE015451.2,,5533338,5534474,-,branched-chain amino acid ABC transporter%2C periplasmic amino acid-binding protein (braC-like),Amino acid transport and metabolism,,Op3175
PP_4868,pncB,AE015451.2,,5534984,5536192,+,Nicotinate phosphoribosyltransferase,Nucleotide transport and metabolism,,Op3176
PP_4869,nadE,AE015451.2,,5536196,5537023,+,NH(3)-dependent NAD(+) synthetase,Nucleotide transport and metabolism,,Op3176
PP_4870,PP_4870,AE015451.2,,5537126,5537575,-,Azurin,Energy production and conversion,,Op3177
PP_4871,PP_4871,AE015451.2,,5537923,5538510,+,putative lysine decarboxylase family protein,Function unknown,,Op3178
PP_4872,ygiQ,AE015451.2,,5538631,5540985,-,putative enzyme of unknown function,Energy production and conversion,,Op3179
PP_4873,dnaB,AE015451.2,,5541301,5542698,-,replicative DNA helicase (ATPase),"Replication, recombination and repair",,Op3180
PP_4874,rplI,AE015451.2,,5542812,5543258,-,50S ribosomal protein L9,"Translation, ribosomal structure and biogenesis",,Op3181
PP_4875,PP_4875,AE015451.2,,5543279,5544142,-,conserved membrane protein of unknown function,Function unknown,,Op3181
PP_4876,rpsR,AE015451.2,,5544176,5544406,-,30S ribosomal protein S18,"Translation, ribosomal structure and biogenesis",,Op3181
PP_4877,rpsF,AE015451.2,,5544435,5544860,-,30S ribosomal protein S6,"Translation, ribosomal structure and biogenesis",,Op3181
PP_4879,rlmB,AE015451.2,,5545737,5546483,-,23S rRNA (guanosine-2'-O-)-methyltransferase RlmB,"Translation, ribosomal structure and biogenesis",,Op3182
PP_4880,rnr,AE015451.2,,5546480,5549053,-,exoribonuclease R,"Translation, ribosomal structure and biogenesis",,Op3182
PP_4881,PP_4881,AE015451.2,,5549759,5550772,+,putative Iron ABC transporter%2C periplasmic iron-binding protein,Inorganic ion transport and metabolism,,Op3183
PP_4882,PP_4882,AE015451.2,,5550772,5552337,+,Iron ABC transporter%2C permease protein,Inorganic ion transport and metabolism,,Op3183
PP_5717,PP_5717,AE015451.2,,5552998,5553372,-,conserved protein of unknown function,No COG annotation,,Op3184
PP_4885,PP_4885,AE015451.2,,5553369,5554340,-,conserved protein of unknown function,Cell wall/membrane/envelope biogenesis,,Op3184
PP_4886,PP_4886,AE015451.2,,5554350,5554895,-,conserved protein of unknown function,Function unknown,,Op3184
PP_4887,PP_4887,AE015451.2,,5555066,5555524,-,conserved protein of unknown function,Function unknown,,Op3185
PP_4888,PP_4888,AE015451.2,,5555695,5557629,-,putative methyl-accepting chemotaxis transducer,Cell motility,,Op3186
PP_4889,purA,AE015451.2,,5557960,5559252,-,Adenylosuccinate synthetase,Nucleotide transport and metabolism,,Op3187
PP_4890,hisZ,AE015451.2,,5559309,5560496,-,ATP phosphoribosyltransferase regulatory subunit,Amino acid transport and metabolism,,Op3188
PP_4891,hflC,AE015451.2,,5560798,5561667,-,integral membrane ATP-dependent zinc metallopeptidase / HflK-HflC complex,"Post-translational modification, protein turnover, and chaperones",,Op3189
PP_4892,hflK,AE015451.2,,5561667,5562884,-,integral membrane ATP-dependent zinc metallopeptidase / HflK-HflC complex,"Post-translational modification, protein turnover, and chaperones",,Op3189
PP_4893,hflX,AE015451.2,,5562945,5564246,-,GTPase HflX,Function unknown,,Op3190
PP_4894,hfq,AE015451.2,,5564259,5564519,-,RNA-binding protein Hfq,"Translation, ribosomal structure and biogenesis",,Op3190
PP_4895,miaA,AE015451.2,,5564614,5565585,-,tRNA dimethylallyltransferase,"Translation, ribosomal structure and biogenesis",,Op3191
PP_4896,mutL,AE015451.2,,5565587,5567485,-,DNA mismatch repair protein MutL,"Replication, recombination and repair",,Op3191
PP_4897,amiC,AE015451.2,,5567485,5568915,-,N-acetylmuramoyl-L-alanine amidase,Cell wall/membrane/envelope biogenesis,,Op3191
PP_4898,tsaE,AE015451.2,,5568927,5569400,-,ATPase,Function unknown,,Op3191
PP_4899,nnrD,AE015451.2,,5569388,5570248,-,ADP-dependent (S)-NAD(P)H-hydrate dehydratase,Coenzyme transport and metabolism,,Op3191
PP_4900,queG,AE015451.2,,5570314,5571378,+,epoxyqueuosine reductase,Energy production and conversion,,Op3192
PP_4901,yicG,AE015451.2,,5571519,5572130,-,conserved inner membrane protein,Function unknown,,Op3193
PP_4902,orn,AE015451.2,,5572222,5572764,-,Oligoribonuclease,RNA processing and modification,,Op3194
PP_4903,rsgA,AE015451.2,,5572917,5573948,+,Putative ribosome biogenesis GTPase RsgA,Function unknown,,Op3195
PP_4904,motB,AE015451.2,,5574253,5575293,-,Flagellar motor rotation protein,Cell motility,,Op3196
PP_4905,motA,AE015451.2,,5575297,5576148,-,Flagellar motor rotation protein,Cell motility,,Op3196
PP_4906,PP_4906,AE015451.2,,5576279,5577814,+,conserved protein of unknown function,Signal transduction mechanisms,,Op3197
PP_4907,rhdA,AE015451.2,,5577859,5578668,+,Thiosulfate sulfurtransferase,Inorganic ion transport and metabolism,,Op3198
PP_4908,psd,AE015451.2,,5578678,5579541,+,phosphatidylserine decarboxylase,Lipid transport and metabolism,,Op3198
PP_4909,serB,AE015451.2,,5579617,5580864,-,phosphoserine phosphatase,Amino acid transport and metabolism,,Op3199
PP_4910,PP_4910,AE015451.2,,5580966,5582423,+,conserved protein of unknown function,Signal transduction mechanisms,,Op3200
PP_4911,PP_4911,AE015451.2,,5582590,5583345,-,conserved protein of unknown function,Function unknown,,Op3201
PP_4912,parC,AE015451.2,,5583473,5585731,-,DNA topoisomerase IV subunit A,"Replication, recombination and repair",,Op3202
PP_4913,PP_4913,AE015451.2,,5585745,5586263,-,conserved protein of unknown function,Function unknown,,Op3202
PP_4914,PP_4914,AE015451.2,,5586260,5587285,-,putative phytase-like protein,Function unknown,,Op3202
PP_4915,parE,AE015451.2,,5587243,5589147,-,DNA topoisomerase IV subunit B,"Replication, recombination and repair",,Op3202
PP_4916,PP_4916,AE015451.2,,5589183,5589791,-,putative esterase,Function unknown,,Op3202
PP_4917,pde,AE015451.2,,5589923,5590723,-,3'%2C5'-cyclic-nucleotide phosphodiesterase,Function unknown,,Op3203
PP_4918,PP_4918,AE015451.2,,5590809,5591261,-,conserved protein of unknown function,Function unknown,,Op3204
PP_4919,nudF,AE015451.2,,5591252,5591881,-,ADP-ribose/sugar pyrophosphatase,"Replication, recombination and repair",,Op3204
PP_4920,PP_4920,AE015451.2,,5592055,5592801,+,putative Lipoprotein,Cell wall/membrane/envelope biogenesis,,Op3205
PP_4921,PP_4921,AE015451.2,,5592770,5594053,-,Transporter%2C NCS1 nucleoside transporter family,Nucleotide transport and metabolism,,Op3206
PP_4922,thiC,AE015451.2,,5594198,5596078,-,Phosphomethylpyrimidine synthase,Coenzyme transport and metabolism,,Op3207
PP_4923,PP_4923,AE015451.2,,5596500,5597933,+,Outer membrane efflux protein,Cell wall/membrane/envelope biogenesis,,Op3208
PP_4924,PP_4924,AE015451.2,,5598064,5603481,-,Serine protease%2C subtilase family,"Post-translational modification, protein turnover, and chaperones",,Op3209
PP_4925,PP_4925,AE015451.2,,5603478,5604287,-,conserved protein of unknown function,Function unknown,,Op3209
PP_4926,PP_4926,AE015451.2,,5604528,5605946,-,HlyD family secretion protein,Cell wall/membrane/envelope biogenesis,,Op3210
PP_4927,cyaB,AE015451.2,,5605943,5608138,-,Cyclolysin secretion/processing ATP-binding protein CyaB,Defense mechanisms,,Op3210
PP_4928,waaA,AE015451.2,,5608326,5609597,-,3-deoxy-D-manno-octulosonic acid transferase,Cell wall/membrane/envelope biogenesis,,Op3211
PP_4929,PP_4929,AE015451.2,,5609609,5610514,-,Transcriptional regulator%2C LysR family,Transcription,,Op3211
PP_4930,emrE,AE015451.2,,5610586,5610918,+,putative small multidrug resistance protein,Inorganic ion transport and metabolism,,Op3212
PP_4931,PP_4931,AE015451.2,,5611007,5612182,+,conserved protein of unknown function,Amino acid transport and metabolism,,Op3213
PP_4932,PP_4932,AE015451.2,,5612179,5612991,+,putative D-arabinose 1-dehydrogenase,Energy production and conversion,,Op3213
PP_4933,PP_4933,AE015451.2,,5613050,5614018,+,conserved protein of unknown function,Function unknown,,Op3214
PP_4934,hldE,AE015451.2,,5614100,5615521,-,heptose 7-phosphate kinase/heptose 1-phosphate adenylyltransferase,Nucleotide transport and metabolism,,Op3215
PP_4935,msbA,AE015451.2,,5615652,5617460,-,Lipid A export ATP-binding/permease protein MsbA,Defense mechanisms,,Op3216
PP_4936,wzy,AE015451.2,,5617476,5618651,-,O-antigen polymerase,Cell wall/membrane/envelope biogenesis,,Op3216
PP_4937,PP_4937,AE015451.2,,5618752,5619357,+,toluene tolerance protein,Transcription,,Op3217
PP_4938,PP_4938,AE015451.2,,5619361,5620500,-,putative Glycosyl transferase,Cell wall/membrane/envelope biogenesis,,Op3218
PP_4939,PP_4939,AE015451.2,,5620490,5621263,-,conserved protein of unknown function,Function unknown,,Op3218
PP_4940,PP_4940,AE015451.2,,5621329,5622285,-,Putative glycosyltransferase,Function unknown,,Op3219
PP_4941,PP_4941,AE015451.2,,5622334,5623737,-,conserved exported protein of unknown function,Function unknown,,Op3220
PP_4942,PP_4942,AE015451.2,,5623734,5624630,-,conserved protein of unknown function,Cell wall/membrane/envelope biogenesis,,Op3220
PP_4943,PP_4943,AE015451.2,,5624630,5625760,-,putative Glycosyl transferase,Cell wall/membrane/envelope biogenesis,,Op3220
PP_4944,PP_4944,AE015451.2,,5625744,5627501,-,Carbamoyltransferase,"Post-translational modification, protein turnover, and chaperones",,Op3220
PP_4945,rlmJ,AE015451.2,,5627694,5628530,-,23S rRNA m(6)A2030 methyltransferase,Coenzyme transport and metabolism,,Op3221
PP_4946,putP,AE015451.2,,5628637,5630265,-,sodium/L-proline transporter,Amino acid transport and metabolism,,Op3222
PP_4947,putA,AE015451.2,,5630471,5634424,+,proline dehydrogenase/1-pyrroline-5-carboxylate dehydrogenase,Energy production and conversion,,Op3223
PP_5718,PP_5718,AE015451.2,,5634807,5635490,-,conserved membrane protein of unknown function,No COG annotation,,Op3224
PP_4948,PP_4948,AE015451.2,,5635633,5637435,+,Acyl-CoA dehydrogenase family protein,Energy production and conversion,,Op3225
PP_4949,PP_4949,AE015451.2,,5637467,5638909,+,putative peptidase%2C TldD/PmbA family,Function unknown,,Op3225
PP_4950,PP_4950,AE015451.2,,5638909,5640228,+,conserved protein of unknown function,Function unknown,,Op3225
PP_4951,PP_4951,AE015451.2,,5640338,5641765,+,Drug resistance transporter%2C EmrB/QacA family,Amino acid transport and metabolism,,Op3226
PP_4952,dbpA,AE015451.2,,5641830,5643215,+,ATP-dependent RNA helicase%2C specific for 23S rRNA,"Translation, ribosomal structure and biogenesis",,Op3227
PP_4953,yhiN,AE015451.2,,5643338,5644519,+,putative oxidoreductase with FAD/NAD(P)-binding domain,Function unknown,,Op3228
